target,isp,os,latency,jitter,packet_loss,download,upload,date,hour
amazon,"AS2860 NOS COMUNICACOES, S.A.",Windows,55.402,2.801,0.0,29.46,29.46,10-05-2022,00:10
azure,"AS2860 NOS COMUNICACOES, S.A.",Windows,61.961,23.619,0.0,32.07,32.07,10-05-2022,00:10
google,"AS2860 NOS COMUNICACOES, S.A.",Windows,57.867,10.07,0.0,28.91,28.91,10-05-2022,00:11
alibaba,"AS2860 NOS COMUNICACOES, S.A.",Windows,56.872,3.699,0.0,10.59,10.44,10-05-2022,00:39
amazon,"AS2860 NOS COMUNICACOES, S.A.",Windows,53.981,4.393,0.0,29.54,29.54,10-05-2022,00:39
azure,"AS2860 NOS COMUNICACOES, S.A.",Windows,49.32,4.066,0.0,32.06,32.06,10-05-2022,00:40
google,"AS2860 NOS COMUNICACOES, S.A.",Windows,49.554,3.286,0.0,30.40,30.36,10-05-2022,00:40
alibaba,"AS2860 NOS COMUNICACOES, S.A.",Windows,60.648,3.091,0.0,9.64,9.51,10-05-2022,01:33
amazon,"AS2860 NOS COMUNICACOES, S.A.",Windows,57.53,2.181,0.0,28.37,28.36,10-05-2022,01:33
azure,"AS2860 NOS COMUNICACOES, S.A.",Windows,52.524,2.876,0.0,30.51,30.51,10-05-2022,01:33
google,"AS2860 NOS COMUNICACOES, S.A.",Windows,54.288,3.7,0.0,28.58,28.58,10-05-2022,01:34
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,41.266,0.668,0.0,10.67,12.38,10-05-2022,04:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,40.004,4.015,0.0,44.77,46.78,10-05-2022,04:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,36.822,0.789,0.0,49.06,50.16,10-05-2022,04:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,41.841,0.744,0.0,47.97,49.10,10-05-2022,04:01
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,40.633,1.02,0.0,10.69,12.10,10-05-2022,08:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,38.056,0.366,0.0,48.81,51.17,10-05-2022,08:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,36.71,1.186,0.0,48.85,50.05,10-05-2022,08:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,41.886,0.524,0.0,47.94,48.89,10-05-2022,08:01
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.708,1.168,0.0,10.75,13.33,10-05-2022,12:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.497,1.07,0.0,48.44,50.60,10-05-2022,12:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,35.837,1.087,0.0,48.25,49.23,10-05-2022,12:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,40.377,1.174,0.0,48.74,49.78,10-05-2022,12:01
alibaba,"AS2860 NOS COMUNICACOES, S.A.",Windows,60.671,2.815,0.0,10.37,10.24,10-05-2022,12:26
amazon,"AS2860 NOS COMUNICACOES, S.A.",Windows,51.331,2.47,0.0,30.48,30.48,10-05-2022,12:26
azure,"AS2860 NOS COMUNICACOES, S.A.",Windows,49.539,6.562,0.0,31.52,31.52,10-05-2022,12:26
google,"AS2860 NOS COMUNICACOES, S.A.",Windows,52.573,2.852,0.0,28.94,28.94,10-05-2022,12:27
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,40.174,0.567,0.0,10.68,12.38,10-05-2022,16:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.663,0.51,0.0,48.29,50.64,10-05-2022,16:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,36.09,1.158,0.0,48.87,49.90,10-05-2022,16:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,40.593,1.646,0.0,48.26,49.20,10-05-2022,16:01
alibaba,"AS2860 NOS COMUNICACOES, S.A.",Windows,60.002,2.286,0.0,8.90,8.80,10-05-2022,16:32
amazon,"AS2860 NOS COMUNICACOES, S.A.",Windows,54.982,3.274,0.0,26.51,26.51,10-05-2022,16:32
azure,"AS2860 NOS COMUNICACOES, S.A.",Windows,49.582,2.287,0.0,15.81,15.71,10-05-2022,16:32
google,"AS2860 NOS COMUNICACOES, S.A.",Windows,56.598,2.273,0.0,20.19,20.16,10-05-2022,16:32
alibaba,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,45.877,5.485,0.0,10.79,10.69,10-05-2022,18:24
amazon,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,42.459,8.24,0.0,17.82,17.82,10-05-2022,18:25
azure,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,393.425,353.704,0.2,25.99,25.99,10-05-2022,18:25
google,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,46.863,6.675,0.0,21.91,21.91,10-05-2022,18:25
alibaba,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,366.639,144.106,0.0,9.43,9.35,10-05-2022,18:32
amazon,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,48.724,12.85,0.0,24.09,24.08,10-05-2022,18:32
azure,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,53.178,5.945,0.0,27.77,27.77,10-05-2022,18:32
google,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,44.927,6.376,0.0,11.84,11.84,10-05-2022,18:33
alibaba,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,41.199,0.29,0.0,10.48,10.38,10-05-2022,18:46
amazon,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,219.859,95.421,0.0,7.13,7.13,10-05-2022,18:46
azure,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,109.347,91.658,0.0,30.83,30.83,10-05-2022,18:46
google,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,40.242,0.635,0.0,31.01,31.01,10-05-2022,18:47
alibaba,"AS2860 NOS COMUNICACOES, S.A.",Windows,79.79,14.273,0.0,9.10,8.97,10-05-2022,19:23
amazon,"AS2860 NOS COMUNICACOES, S.A.",Windows,76.205,14.496,0.0,24.60,24.57,10-05-2022,19:23
azure,"AS2860 NOS COMUNICACOES, S.A.",Windows,53.912,6.997,0.0,23.49,23.49,10-05-2022,19:24
google,"AS2860 NOS COMUNICACOES, S.A.",Windows,90.523,32.25,0.0,12.46,12.46,10-05-2022,19:24
alibaba,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,42.3,0.828,0.0,10.79,10.66,10-05-2022,19:51
amazon,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,38.564,0.639,0.0,32.19,32.19,10-05-2022,19:52
azure,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,38.895,2.656,0.0,21.79,21.79,10-05-2022,19:52
google,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,257.261,190.264,0.0,33.31,33.31,10-05-2022,19:52
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,40.236,0.205,0.0,10.68,12.33,10-05-2022,20:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,38.666,1.278,0.0,48.68,51.16,10-05-2022,20:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.136,0.821,0.0,48.62,49.75,10-05-2022,20:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,44.32,2.094,0.0,48.16,49.00,10-05-2022,20:01
alibaba,"AS2860 NOS COMUNICACOES, S.A.",Windows,61.549,10.951,0.0,10.80,10.75,10-05-2022,20:28
amazon,"AS2860 NOS COMUNICACOES, S.A.",Windows,58.407,8.098,0.0,28.84,28.84,10-05-2022,20:28
azure,"AS2860 NOS COMUNICACOES, S.A.",Windows,49.7,3.582,0.0,32.48,32.48,10-05-2022,20:28
google,"AS2860 NOS COMUNICACOES, S.A.",Windows,56.586,5.535,0.0,29.76,29.75,10-05-2022,20:29
alibaba,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,49.227,11.646,0.0,7.85,7.85,10-05-2022,21:16
amazon,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,152.646,160.439,0.0,2.30,2.30,10-05-2022,21:16
azure,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,1095.028,333.461,0.2,1.57,1.57,10-05-2022,21:17
google,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,380.858,327.73,0.0,2.62,2.62,10-05-2022,21:17
alibaba,"AS2860 NOS COMUNICACOES, S.A.",Windows,36.812,2.863,0.0,10.48,10.34,10-05-2022,22:58
amazon,"AS2860 NOS COMUNICACOES, S.A.",Windows,34.728,2.89,0.0,43.16,43.16,10-05-2022,22:58
azure,"AS2860 NOS COMUNICACOES, S.A.",Windows,36.846,5.355,0.0,46.01,46.01,10-05-2022,22:58
google,"AS2860 NOS COMUNICACOES, S.A.",Windows,35.671,1.798,0.0,43.82,43.82,10-05-2022,22:59
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,40.029,1.138,0.0,10.65,12.50,11-05-2022,00:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.843,0.946,0.0,48.67,50.54,11-05-2022,00:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,36.964,0.649,0.0,48.71,49.79,11-05-2022,00:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,40.913,1.151,0.0,48.08,48.84,11-05-2022,00:01
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,40.377,1.685,0.0,10.71,12.17,11-05-2022,04:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,38.983,0.599,0.0,48.12,50.44,11-05-2022,04:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,38.716,4.903,0.0,48.12,49.22,11-05-2022,04:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,43.133,1.935,0.0,47.95,48.93,11-05-2022,04:01
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,40.218,0.227,0.0,10.66,12.07,11-05-2022,08:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,38.061,1.178,0.0,45.06,47.36,11-05-2022,08:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,36.894,0.412,0.0,48.32,49.49,11-05-2022,08:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,40.682,0.738,0.0,47.14,48.70,11-05-2022,08:01
alibaba,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,44.169,1.315,0.0,10.79,10.70,11-05-2022,08:14
amazon,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,41.01,1.017,0.0,42.24,42.24,11-05-2022,08:14
azure,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,40.745,5.804,0.0,47.12,47.12,11-05-2022,08:14
google,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,42.332,1.534,0.0,41.93,41.93,11-05-2022,08:14
alibaba,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,43.489,2.025,0.0,10.59,10.41,11-05-2022,09:00
amazon,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,42.387,1.2,0.0,41.20,41.19,11-05-2022,09:00
azure,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,38.488,0.942,0.0,45.47,45.47,11-05-2022,09:00
google,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,41.553,1.619,0.0,45.49,45.49,11-05-2022,09:01
alibaba,"AS2860 NOS COMUNICACOES, S.A.",Windows,60.478,2.541,0.0,10.58,10.45,11-05-2022,11:19
amazon,"AS2860 NOS COMUNICACOES, S.A.",Windows,56.474,2.687,0.0,28.56,28.56,11-05-2022,11:20
azure,"AS2860 NOS COMUNICACOES, S.A.",Windows,48.991,5.271,0.0,29.64,29.64,11-05-2022,11:20
google,"AS2860 NOS COMUNICACOES, S.A.",Windows,58.853,6.601,0.0,29.13,29.13,11-05-2022,11:20
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,38.6,0.679,0.0,10.64,12.07,11-05-2022,12:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,38.397,0.228,0.0,47.37,49.66,11-05-2022,12:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,36.613,2.173,0.0,47.74,48.94,11-05-2022,12:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.583,3.008,0.0,47.60,48.46,11-05-2022,12:01
alibaba,AS42863 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,40.559,1.105,0.0,9.64,9.50,11-05-2022,15:37
amazon,AS42863 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,42.601,0.751,0.0,7.44,7.34,11-05-2022,15:38
azure,AS42863 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,40.172,1.935,0.0,9.84,9.75,11-05-2022,15:38
google,AS42863 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,39.332,1.226,0.0,9.84,9.74,11-05-2022,15:38
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Windows,47.678,0.335,0.0,10.80,10.64,11-05-2022,15:55
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Windows,44.205,0.784,0.0,43.09,43.09,11-05-2022,15:55
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Windows,37.068,0.368,0.0,46.65,46.62,11-05-2022,15:55
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Windows,44.886,0.665,0.0,45.76,45.76,11-05-2022,15:56
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,35.493,0.081,0.0,10.68,13.89,11-05-2022,15:57
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.253,0.716,0.0,304.78,307.02,11-05-2022,15:57
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,33.244,0.417,0.0,697.24,699.70,11-05-2022,15:58
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.264,0.091,0.0,579.49,582.23,11-05-2022,15:58
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.777,1.229,0.0,10.64,12.37,11-05-2022,16:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,38.903,1.606,0.0,47.72,49.45,11-05-2022,16:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,36.115,1.241,0.0,41.59,42.60,11-05-2022,16:00
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,49.014,24.154,0.0,10.67,11.00,11-05-2022,16:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,38.131,0.961,0.0,37.32,38.04,11-05-2022,16:01
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,48.291,17.096,0.0,23.51,24.00,11-05-2022,16:01
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,35.983,1.54,0.0,48.40,49.54,11-05-2022,16:01
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,38.809,0.538,0.0,47.85,49.05,11-05-2022,16:01
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,38.489,0.202,0.0,10.64,12.08,11-05-2022,16:01
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,38.921,0.902,0.0,48.01,50.19,11-05-2022,16:02
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.096,0.825,0.0,48.16,49.28,11-05-2022,16:02
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.206,1.608,0.0,47.20,48.40,11-05-2022,16:02
alibaba,AS42863 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,43.088,5.356,0.0,8.07,7.91,11-05-2022,16:50
amazon,AS42863 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,42.102,1.493,0.0,6.91,6.79,11-05-2022,16:50
azure,AS42863 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,45.29,0.447,0.0,7.97,7.80,11-05-2022,16:50
google,AS42863 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,40.755,1.702,0.0,7.86,7.70,11-05-2022,16:51
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,38.339,0.143,0.0,10.48,10.37,11-05-2022,16:55
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,37.022,0.867,0.0,40.42,40.37,11-05-2022,16:55
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,35.585,0.504,0.0,45.87,45.84,11-05-2022,16:56
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,36.572,0.618,0.0,41.48,41.43,11-05-2022,16:56
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,40.158,0.643,0.0,10.64,12.50,11-05-2022,20:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.57,1.108,0.0,48.73,50.96,11-05-2022,20:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,36.981,1.066,0.0,48.58,49.54,11-05-2022,20:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,38.562,1.525,0.0,47.82,48.94,11-05-2022,20:01
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,41.869,6.476,0.0,10.69,12.33,12-05-2022,00:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.881,0.687,0.0,48.69,50.38,12-05-2022,00:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,36.907,0.511,0.0,48.60,49.43,12-05-2022,00:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.098,1.229,0.0,48.72,49.62,12-05-2022,00:01
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,48.234,9.855,0.0,10.71,12.30,12-05-2022,04:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.42,0.85,0.0,43.28,45.12,12-05-2022,04:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.903,7.517,0.0,47.53,49.39,12-05-2022,04:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.38,1.135,0.0,47.41,48.21,12-05-2022,04:01
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,40.08,0.257,0.0,10.70,11.98,12-05-2022,08:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,38.934,1.162,0.0,48.91,50.76,12-05-2022,08:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,36.689,0.732,0.0,47.66,49.36,12-05-2022,08:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,38.823,1.463,0.0,47.72,48.48,12-05-2022,08:01
alibaba,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,34.354,3.986,0.0,10.79,10.67,12-05-2022,09:17
amazon,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,34.367,3.906,0.0,45.07,45.07,12-05-2022,09:17
azure,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,34.353,3.951,0.0,48.31,48.31,12-05-2022,09:17
google,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,31.226,0.132,0.0,44.13,44.12,12-05-2022,09:18
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.505,0.719,0.0,10.01,10.23,12-05-2022,11:18
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,46.872,0.239,0.0,11.04,11.62,12-05-2022,11:18
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,39.743,0.934,0.0,12.96,13.37,12-05-2022,11:18
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,45.932,0.472,0.0,11.55,12.08,12-05-2022,11:18
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.112,0.464,0.0,9.98,10.51,12-05-2022,11:29
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,46.766,0.278,0.0,10.68,11.18,12-05-2022,11:30
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,39.652,0.279,0.0,13.02,13.57,12-05-2022,11:30
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,46.102,0.459,0.0,11.27,11.83,12-05-2022,11:30
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.136,0.627,0.0,10.11,10.67,12-05-2022,11:36
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.133,0.34,0.0,10.67,11.26,12-05-2022,11:37
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,40.102,0.314,0.0,12.71,13.32,12-05-2022,11:37
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,46.203,0.59,0.0,11.43,11.91,12-05-2022,11:37
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,40.14,1.757,0.0,10.65,11.93,12-05-2022,12:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,38.035,1.478,0.0,48.25,50.53,12-05-2022,12:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,36.461,0.924,0.0,47.83,49.08,12-05-2022,12:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.737,1.363,0.0,47.99,49.03,12-05-2022,12:01
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.258,0.259,0.0,9.99,10.72,12-05-2022,12:41
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.82,0.556,0.0,10.89,11.41,12-05-2022,12:42
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,40.313,1.448,0.0,13.02,13.70,12-05-2022,12:42
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,45.453,0.515,0.0,11.27,11.88,12-05-2022,12:42
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.214,0.206,0.0,9.98,10.60,12-05-2022,13:07
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.612,0.353,0.0,10.93,11.47,12-05-2022,13:07
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,40.13,0.372,0.0,12.91,13.50,12-05-2022,13:08
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,45.533,0.373,0.0,11.42,11.98,12-05-2022,13:08
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.193,0.393,0.0,10.23,10.95,12-05-2022,13:21
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,46.189,0.256,0.0,11.04,11.59,12-05-2022,13:21
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,40.049,0.319,0.0,12.97,13.72,12-05-2022,13:21
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,45.324,0.544,0.0,11.29,11.98,12-05-2022,13:21
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.88,0.846,0.0,10.08,10.77,12-05-2022,13:23
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.085,0.125,0.0,10.88,11.54,12-05-2022,13:23
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,40.125,0.247,0.0,13.34,13.90,12-05-2022,13:24
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,46.511,0.884,0.0,11.19,11.74,12-05-2022,13:24
alibaba,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,43.545,0.178,0.0,10.61,12.92,12-05-2022,14:27
amazon,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,41.914,0.252,0.0,115.52,117.67,12-05-2022,14:28
azure,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.586,0.57,0.0,115.69,118.24,12-05-2022,14:28
google,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.945,0.374,0.0,116.20,118.59,12-05-2022,14:28
alibaba,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,43.922,0.575,0.0,10.64,13.82,12-05-2022,14:29
amazon,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,41.965,0.946,0.0,115.97,118.46,12-05-2022,14:29
